Year,Month,Day,station,Repeat,Longitude,Latitude,Lopa
2015,6,26,MP02,FALSE,-124.2,41.35,8084.755485
2015,6,27,KR03,FALSE,-124.343,41.58333333,8445.276371
2014,7,19,TB02,FALSE,-123.007,38.13333333,8827.655577
2014,7,21,PP05,FALSE,-123.01,37.5,8846.371317
2015,6,26,MP02,FALSE,-124.2,41.35,8992.632542
2015,9,6,RR02,FALSE,-124.542,42.5,9018.802857
2012,6,24,PP03,FALSE,-122.747,37.5,9440.842544
2015,9,6,RR02,FALSE,-124.542,42.5,9755.240418
2015,6,19,TB01,FALSE,-122.972,38.13333333,10021.34416
2014,7,22,PI02,FALSE,-122.436,37.16666667,10246.10066
2014,7,17,GP03,FALSE,-123.622,38.75,10462.32948
2015,6,27,KR03,FALSE,-124.343,41.58333333,11164.67317
2011,9,9,FR04,FALSE,-123.458,38.5,11815.93071
2010,7,13,PP02,FALSE,-122.6,37.5,12530.08262
2011,7,15,PI02,FALSE,-122.45,37.16666667,12670.16685
2011,7,13,GF01,FALSE,-122.695,37.84166667,13414.94198
2014,7,22,PI01,FALSE,-122.403,37.16666667,13863.0969
2014,7,18,FR03,FALSE,-123.308,38.5,14102.04376
2011,9,7,PP05,FALSE,-123,37.5,14864.74263
2013,7,23,TB02,FALSE,-123.007,38.13333333,14961.4903
2015,6,27,KR03,FALSE,-124.343,41.58333333,15084.82501
2011,7,13,GF03,FALSE,-123.025,37.84166667,17105.6892
2015,9,6,RR02,FALSE,-124.542,42.5,17345.95078
2010,7,13,PP01,FALSE,-122.527,37.5,17525.93613
2011,7,15,PI03,FALSE,-122.533,37.16666667,18173.95051
2013,7,22,PP04,FALSE,-122.905,37.5,27435.16098
2012,6,25,PI02,FALSE,-122.45,37.16666667,33617.21689
2012,6,25,PI01,FALSE,-122.403,37.16666667,36629.01957
2015,6,26,MP01,FALSE,-124.142,41.35,37890.30782
2011,7,13,GF02,FALSE,-122.8,37.84166667,52422.20076
2012,6,24,PP02,FALSE,-122.6,37.5,55985.39172
2012,6,23,GF02,FALSE,-122.8,37.84166667,58814.11915
1998,6,16,CR07,FALSE,-124.1351,46.0825,2.359415416
1998,6,16,CR07,TRUE,-124.1643,46.13383,0.61609705
1998,6,17,CR02,FALSE,-124.028,46.147,0
1998,6,17,CR05,FALSE,-124.0762,46.12317,0
1998,6,17,CR10,FALSE,-124.2097,46.1375,1.168851132
1998,6,17,CR15,FALSE,-124.295,46.14,4.809200708
1998,6,18,GH10,FALSE,-124.391,46.983,0
1998,6,18,GH16,FALSE,-124.5445,46.98433,0
1998,6,18,GH21,FALSE,-124.6608,46.96667,20.79210601
1998,6,19,GH26,FALSE,-124.8152,47.00083,0
1998,6,19,WB05,FALSE,-124.1768,46.6575,2.582575997
1998,6,19,WB09,FALSE,-124.2598,46.59783,0
1998,6,19,WB14,FALSE,-124.3883,46.63783,0.267796532
1998,6,19,WB19,FALSE,-124.4938,46.65,24.02423098
1998,6,19,WB30,FALSE,-124.7778,46.648,0
1998,6,20,CR07,TRUE,-124.1577,46.15717,0
1998,6,20,CR20,FALSE,-124.4438,46.158,0
1998,6,20,CR25,FALSE,-124.549,46.13717,0
1998,6,21,CF03,FALSE,-124.026,45.72133,0
1998,6,21,CF07,FALSE,-124.0753,45.667,0
1998,6,21,CF10,FALSE,-124.1838,45.72417,1.050745395
1998,6,21,CF15,FALSE,-124.3005,45.72317,0
1998,6,21,CF25,FALSE,-124.5223,45.72367,0
1998,6,21,CM03,FALSE,-124.036,45.47417,0
1998,6,22,CH01,FALSE,-124.0345,45.0365,0
1998,6,22,CH02,FALSE,-124.0778,44.9915,0.644407737
1998,6,22,CH05,FALSE,-124.1275,45.028,0
1998,6,22,CH10,FALSE,-124.2468,45.01617,0
1998,6,22,CH15,FALSE,-124.3528,44.9845,0
1998,6,22,CH20,FALSE,-124.4522,45.0255,0
1998,6,23,NH05,FALSE,-124.1728,44.64783,0.257803428
1998,6,23,NH10,FALSE,-124.2882,44.65133,0
1998,6,23,NH10,TRUE,-124.2982,44.62983,0
1998,6,24,CP02,FALSE,-124.16,44.23033,0.304094524
1998,6,24,CP03,FALSE,-124.1975,44.23533,1.824674186
1998,6,24,CP10,FALSE,-124.3375,44.1985,1.471095421
1998,6,24,CP15,FALSE,-124.4567,44.23367,0
1998,6,24,CP20,FALSE,-124.5557,44.1975,0.737101116
1998,6,24,CP25,FALSE,-124.6985,44.23683,0
1998,6,25,CM05,FALSE,-124.0923,45.4685,1.390035114
1998,9,20,NH05,FALSE,-124.182,44.6665,2.912680771
1998,9,20,NH10,FALSE,-124.2893,44.67733,2.459041805
1998,9,21,CH01,FALSE,-124.0333,45.07867,0
1998,9,21,NH15,FALSE,-124.4172,44.66117,0
1998,9,21,NH20,FALSE,-124.523,44.62867,0
1998,9,21,NH25,FALSE,-124.6398,44.65567,0
1998,9,22,CH02,FALSE,-124.067,45.03933,0
1998,9,22,CH05,FALSE,-124.1348,45.00367,0.417971096
1998,9,22,CH10,FALSE,-124.2355,45.039,0
1998,9,22,CH15,FALSE,-124.3445,45.01966,0
1998,9,22,CH20,FALSE,-124.4427,45.03433,0
1998,9,22,CH25,FALSE,-124.572,45.01983,0
1998,9,23,CM01,FALSE,-124.0072,45.48067,0
1998,9,23,CM03,FALSE,-124.041,45.49567,0
1998,9,23,CM05,FALSE,-124.0915,45.46684,0
1998,9,23,CM10,FALSE,-124.1928,45.48567,0
1998,9,23,CM15,FALSE,-124.33,45.45483,0
1998,9,23,CM20,FALSE,-124.4412,45.47433,0
1998,9,24,CF01,FALSE,-123.9758,45.72167,0
1998,9,24,CF03,FALSE,-124.0193,45.719,0
1998,9,24,CF07,FALSE,-124.115,45.69467,0
1998,9,24,CF10,FALSE,-124.1818,45.72667,0
1998,9,25,CR04,FALSE,-124.0723,46.1575,0
1998,9,25,CR07,FALSE,-124.0588,46.15083,0
1998,9,25,CR10,FALSE,-124.2152,46.16817,0
1998,9,26,GH10,FALSE,-124.4147,47.00417,0
1998,9,26,GH16,FALSE,-124.5598,46.98783,0
1998,9,26,GH21,FALSE,-124.6945,47.01567,0
1998,9,26,GH26,FALSE,-124.8187,47.001,0
1998,9,27,LP04,FALSE,-124.7388,47.9215,1.069034832
1998,9,27,LP06,FALSE,-124.7937,47.90083,0
1998,9,27,LP09,FALSE,-124.8728,47.93017,0
1998,9,27,LP12,FALSE,-124.9573,47.9015,0
1998,9,27,LP17,FALSE,-125.0817,47.915,0
1998,9,28,WB05,FALSE,-124.1835,46.6695,0
1998,9,28,WB09,FALSE,-124.2972,46.64317,0
1998,9,28,WB14,FALSE,-124.4018,46.6855,0
1998,9,28,WB19,FALSE,-124.512,46.65667,0
1998,9,29,CR07,TRUE,-124.1598,46.15717,0
1998,9,29,CR10,TRUE,-124.2162,46.18017,0
1998,9,29,CR10,TRUE,-124.2213,46.15683,0
1998,9,29,CR15,FALSE,-124.3323,46.17117,0
1999,5,18,LP04,FALSE,-124.7425,47.91483,1.89789143
1999,5,18,LP06,FALSE,-124.79,47.90698,14.60929641
1999,5,18,LP09,FALSE,-124.8818,47.90663,0.30448354
1999,5,18,LP09,TRUE,-124.8734,47.91152,0
1999,5,18,LP12,FALSE,-124.9551,47.92397,0
1999,5,18,LP17,FALSE,-125.0857,47.90805,0
1999,5,19,GH05,FALSE,-124.3068,46.97942,0
1999,5,19,GH10,FALSE,-124.4187,47.00952,0
1999,5,19,GH16,FALSE,-124.5564,46.9933,0.341916913
1999,5,19,GH21,FALSE,-124.692,46.99428,0
1999,5,19,GH26,FALSE,-124.8127,46.97462,0
1999,5,20,CR04,FALSE,-124.0777,46.1614,283.5101281
1999,5,20,CR07,FALSE,-124.1606,46.13702,35.8488965
1999,5,20,CR10,FALSE,-124.2188,46.1608,8.301203932
1999,5,20,CR15,FALSE,-124.3388,46.13468,3.328323536
1999,5,20,CR20,FALSE,-124.4507,46.16363,103.0419625
1999,5,20,CR25,FALSE,-124.5536,46.14072,10.28125393
1999,5,20,CR30,FALSE,-124.6837,46.1602,2.728722052
1999,5,21,CR40,FALSE,-124.9228,46.13802,0
1999,5,21,CR50,FALSE,-125.169,46.15855,0
1999,5,22,CM01,FALSE,-124.0052,45.47938,0
1999,5,22,CM03,FALSE,-124.0363,45.47497,0
1999,5,22,CM05,FALSE,-124.0893,45.4725,0
1999,5,22,CM10,FALSE,-124.2096,45.47849,0
1999,5,22,CM15,FALSE,-124.3242,45.46,0
1999,5,23,NH05,TRUE,-124.1736,44.65168,47.78561134
1999,5,23,NH10,FALSE,-124.2888,44.64722,0.778135182
1999,5,23,NH15,FALSE,-124.4054,44.6077,0.465676914
1999,5,23,NH20,FALSE,-124.516,44.648,0
1999,5,24,CM20,FALSE,-124.4466,45.47483,0
1999,5,25,CR20,TRUE,-124.4611,46.15813,3.997806579
1999,5,25,CR40,TRUE,-124.9109,46.16215,0.666232128
1999,5,25,HP30,FALSE,-124.6921,45.83062,0
1999,5,25,HP40,FALSE,-124.9304,45.84167,0.299404753
1999,5,25,NR30,FALSE,-124.6937,45.65435,2.740216392
1999,6,16,LP04,FALSE,-124.7436,47.87627,0.771012332
1999,6,16,LP06,FALSE,-124.7925,47.89683,0
1999,6,16,LP09,FALSE,-124.885,47.9005,0.659075021
1999,6,16,LP12,FALSE,-124.9601,47.88935,0
1999,6,16,LP17,FALSE,-125.081,47.90263,0
1999,6,16,LP22,FALSE,-125.1913,47.89333,0
1999,6,16,LP27,FALSE,-125.31,47.90322,0
1999,6,17,GH26,FALSE,-124.8149,47.0108,0
1999,6,17,GH31,FALSE,-124.9238,47.00965,0
1999,6,17,GH36,FALSE,-125.0385,47.00673,0
1999,6,17,LP09,TRUE,-124.8801,47.88965,0
1999,6,17,LP12,TRUE,-124.9588,47.90473,0
1999,6,18,GH06,FALSE,-124.322,47.00195,0.347255728
1999,6,18,GH10,FALSE,-124.4227,46.97957,0
1999,6,18,GH16,FALSE,-124.5475,47.005,0
1999,6,18,GH21,FALSE,-124.6966,47.00027,0
1999,6,18,WB05,FALSE,-124.1736,46.6649,4.350465782
1999,6,18,WB09,FALSE,-124.2861,46.66603,0
1999,6,19,CR04,FALSE,-124.0771,46.16905,0
1999,6,19,CR07,FALSE,-124.1456,46.17275,1.979910759
1999,6,19,CR10,FALSE,-124.2174,46.17583,9.198671195
1999,6,19,CR15,FALSE,-124.3387,46.15828,23.52837939
1999,6,19,CR20,FALSE,-124.45,46.16098,1.837015657
1999,6,19,CR25,FALSE,-124.5462,46.1566,0
1999,6,19,CR30,FALSE,-124.6882,46.15053,0
1999,6,19,CR35,FALSE,-124.8126,46.15353,0
1999,6,20,CR04,TRUE,-124.0814,46.179,0
1999,6,20,CR07,TRUE,-124.1562,46.16597,0
1999,6,20,CR15,TRUE,-124.3285,46.15378,0
1999,6,21,CM01,FALSE,-124.0131,45.4682,13.55231302
1999,6,21,CM03,FALSE,-124.0404,45.45915,5.481026013
1999,6,21,CM05,FALSE,-124.0931,45.47122,0
1999,6,21,CM10,FALSE,-124.2062,45.48817,0
1999,6,21,CM15,FALSE,-124.3213,45.49617,0
1999,6,21,CM20,FALSE,-124.4526,45.48418,0
1999,6,22,CH01,FALSE,-124.0396,45.03848,1.209877644
1999,6,22,CH02,FALSE,-124.0737,45.0361,0
1999,6,22,CH05,FALSE,-124.1431,45.03863,0
1999,6,22,CH10,FALSE,-124.2352,45.03453,0
1999,6,22,CM01,TRUE,-124.0103,45.4839,17.69263141
1999,6,22,CM03,TRUE,-124.0286,45.4562,5.709610425
1999,6,23,NH05,FALSE,-124.1737,44.65878,54.46396413
1999,6,23,NH10,FALSE,-124.2832,44.65832,46.68328104
1999,6,23,NH15,FALSE,-124.3978,44.6467,8.667739849
1999,6,23,NH20,FALSE,-124.519,44.66493,0
1999,6,24,CF01,FALSE,-123.9738,45.72405,4.176975519
1999,6,24,CF03,FALSE,-124.0272,45.71743,0
1999,6,24,CF07,FALSE,-124.1112,45.72633,0
1999,6,24,CF10,FALSE,-124.1818,45.72433,0
1999,6,24,CF15,FALSE,-124.2958,45.72222,0
1999,9,21,LP04,FALSE,-124.7543,47.92204,0.29411075
1999,9,22,LP04,TRUE,-124.7327,47.90597,0
1999,9,22,LP06,FALSE,-124.7989,47.9245,0
1999,9,22,LP09,FALSE,-124.9022,47.91467,0
1999,9,22,LP12,FALSE,-124.9833,47.91575,0
1999,9,22,LP17,FALSE,-125.1075,47.91718,0
1999,9,22,LP22,FALSE,-125.2,47.91627,0
1999,9,22,LP27,FALSE,-125.3422,47.91615,0
1999,9,23,GH03,FALSE,-124.2699,47.01002,0.30531383
1999,9,23,GH06,FALSE,-124.3202,46.99437,0
1999,9,23,GH10,FALSE,-124.4048,46.98701,0
1999,9,23,GH16,FALSE,-124.5481,46.98413,0
1999,9,23,GH21,FALSE,-124.6814,46.98585,0
1999,9,23,GH26,FALSE,-124.8021,46.98912,0
1999,9,24,WB09,FALSE,-124.2844,46.656,0
1999,9,24,WB14,FALSE,-124.3921,46.6551,0
1999,9,24,WB19,FALSE,-124.4986,46.65532,0
1999,9,24,WB23,FALSE,-124.6061,46.6665,0
1999,9,24,WB30,FALSE,-124.7664,46.65715,0
1999,9,25,CR04,FALSE,-124.1017,46.16582,0
1999,9,25,CR07,FALSE,-124.1631,46.16751,0
1999,9,25,CR10,FALSE,-124.206,46.16745,0
1999,9,25,CR15,FALSE,-124.3304,46.17617,0
1999,9,25,CR20,FALSE,-124.4569,46.16925,0
1999,9,25,CR25,FALSE,-124.5438,46.16825,0
1999,9,26,CF01,FALSE,-123.9849,45.73392,0
1999,9,26,CF03,FALSE,-124.0213,45.714,0
1999,9,26,CF07,FALSE,-124.1094,45.72337,0
1999,9,26,CR04,TRUE,-124.0995,46.16459,0
1999,9,26,CR07,TRUE,-124.1536,46.16187,0
1999,9,27,CF15,FALSE,-124.2926,45.72498,0
1999,9,27,CF20,FALSE,-124.4147,45.71897,0
1999,9,27,CM01,FALSE,-124.0072,45.48633,3.800002877
1999,9,27,CM03,FALSE,-124.0382,45.4749,0
1999,9,27,CM05,FALSE,-124.0885,45.47367,0
1999,9,28,CH01,FALSE,-124.0414,45.03333,0
1999,9,28,CH02,FALSE,-124.0784,45.06293,0
1999,9,28,CM10,FALSE,-124.2144,45.49007,0
1999,9,28,CM15,FALSE,-124.3225,45.48628,0
1999,9,28,CM20,FALSE,-124.4461,45.47545,0
1999,9,28,CM25,FALSE,-124.5633,45.49225,0
1999,9,29,CH05,FALSE,-124.1319,45.05803,0
1999,9,29,CH10,FALSE,-124.2393,45.04284,0
1999,9,29,CH15,FALSE,-124.3349,45.03957,0
1999,9,29,NH03,FALSE,-124.13,44.67263,0
1999,9,29,NH05,FALSE,-124.1741,44.67698,0
1999,9,30,CP01,FALSE,-124.1446,44.25488,0
1999,9,30,CP03,FALSE,-124.2006,44.26102,0
1999,9,30,NH15,FALSE,-124.4059,44.67223,0
1999,9,30,NH20,FALSE,-124.5169,44.67613,0
1999,10,1,CP10,FALSE,-124.3394,44.25678,0
2000,5,22,GH06,FALSE,-124.3185,47.00703,0
2000,5,22,GH10,FALSE,-124.4162,46.98648,0
2000,5,22,GH16,FALSE,-124.5566,47.01115,0
2000,5,22,GH21,FALSE,-124.6966,46.98883,0
2000,5,22,GH26,FALSE,-124.8109,47.01165,0
2000,5,23,CM01,FALSE,-124.0119,45.48365,0
2000,5,23,CM03,FALSE,-124.0375,45.49475,0
2000,5,23,CM05,FALSE,-124.095,45.46737,0
2000,5,23,CM10,FALSE,-124.2026,45.49637,0
2000,5,23,CM15,FALSE,-124.3233,45.49325,0
2000,5,23,CM20,FALSE,-124.4529,45.48685,0
2000,5,23,CM25,FALSE,-124.5622,45.4859,0
2000,5,24,CR04,FALSE,-124.0791,46.15937,0.359515367
2000,5,24,CR07,FALSE,-124.1612,46.17932,0
2000,5,24,CR10,FALSE,-124.2165,46.15228,0
2000,5,24,CR15,FALSE,-124.3362,46.19212,0
2000,5,24,CR20,FALSE,-124.4478,46.16987,0
2000,5,24,CR25,FALSE,-124.5595,46.17213,0
2000,5,24,CR30,FALSE,-124.6871,46.17237,0
2000,6,17,NH05,FALSE,-124.1834,44.6657,0
2000,6,18,NH03,FALSE,-124.1347,44.68613,7.474221281
2000,6,18,NH05,TRUE,-124.2002,44.67216,0.98025424
2000,6,18,NH10,FALSE,-124.2899,44.69316,0.428266174
2000,6,18,NH15,FALSE,-124.4017,44.64667,0
2000,6,19,CM01,FALSE,-124.0167,45.495,0.207243387
2000,6,19,CM03,FALSE,-124.0383,45.5,0
2000,6,19,CM05,FALSE,-124.09,45.50834,0
2000,6,19,CM10,FALSE,-124.2067,45.505,0
2000,6,19,CM15,FALSE,-124.3267,45.5,0
2000,6,20,CR04,FALSE,-124.12,46.17833,0
2000,6,20,CR07,FALSE,-124.1733,46.17833,0
2000,6,20,CR10,FALSE,-124.2133,46.18167,0
2000,6,20,CR15,FALSE,-124.33,46.18333,0
2000,6,20,CR20,FALSE,-124.4533,46.16833,0
2000,6,21,CR08,TRUE,-124.1585,46.14887,0
2000,6,21,CR08,TRUE,-124.182,46.14558,0.551085207
2000,6,21,CR08,TRUE,-124.1653,46.15267,0
2000,6,21,CR25,FALSE,-124.5583,46.17833,0
2000,6,21,CR30,FALSE,-124.69,46.18833,0
2000,6,22,CR08,TRUE,-124.1619,46.1533,0
2000,6,22,CR08,TRUE,-124.1823,46.14357,0
2000,6,22,CR08,TRUE,-124.1603,46.16202,0
2000,6,22,CR08,TRUE,-124.1817,46.15442,0
2000,6,22,CR20,TRUE,-124.4631,46.1541,0
2000,6,22,CR20,TRUE,-124.4525,46.16467,0
2000,6,23,CR20,TRUE,-124.4381,46.1544,0
2000,6,23,CR20,TRUE,-124.4383,46.16352,1.06944897
2000,6,23,CR20,TRUE,-124.4457,46.15771,0
2000,6,24,GH06,FALSE,-124.3142,47.01966,0
2000,6,24,GH10,FALSE,-124.4133,47.01833,1.320203849
2000,6,24,GH16,FALSE,-124.5533,47.01333,0
2000,6,24,GH21,FALSE,-124.6942,47.0165,0
2000,6,24,GH26,FALSE,-124.8117,47.01667,0
2000,6,24,GH31,FALSE,-124.9297,47.0065,0.315204999
2000,6,25,LP04,FALSE,-124.7173,47.87167,0
2000,6,25,LP06,FALSE,-124.7952,47.92583,0
2000,6,25,LP09,FALSE,-124.8733,47.91833,0
2000,6,25,LP12,FALSE,-124.96,47.92667,0
2000,6,25,LP17,FALSE,-125.085,47.93667,0
2000,9,19,LP04,FALSE,-124.7515,47.9165,0
2000,9,19,LP06,FALSE,-124.7918,47.91967,0
2000,9,19,LP09,FALSE,-124.8743,47.914,0
2000,9,19,LP12,FALSE,-124.9653,47.9185,0
2000,9,19,LP22,FALSE,-125.1937,47.92633,0
2000,9,20,GH06,FALSE,-124.3233,47.00767,0
2000,9,20,GH10,FALSE,-124.4177,47.01367,0
2000,9,20,GH16,FALSE,-124.5548,46.987,0
2000,9,20,GH21,FALSE,-124.6912,46.98817,0
2000,9,20,GH26,FALSE,-124.8157,47.0125,0
2000,9,20,GH31,FALSE,-124.9387,47.0055,0
2000,9,21,CR07,FALSE,-124.1602,46.16467,0
2000,9,21,CR10,FALSE,-124.2243,46.17484,0
2000,9,21,CR15,FALSE,-124.3422,46.18017,0
2000,9,21,CR20,FALSE,-124.4392,46.15667,0
2000,9,21,CR25,FALSE,-124.5645,46.18117,0
2000,9,22,CM01,FALSE,-124.0108,45.50883,0
2000,9,22,CM03,FALSE,-124.039,45.47433,0
2000,9,22,CM05,FALSE,-124.0947,45.49833,0
2000,9,22,CM10,FALSE,-124.2063,45.49717,0
2000,9,22,CM15,FALSE,-124.3228,45.49583,0
2000,9,22,CM20,FALSE,-124.4515,45.49733,0
2000,9,23,CH01,FALSE,-124.0438,45.038,0
2000,9,23,NH05,FALSE,-124.1722,44.68433,0
2000,9,23,NH10,FALSE,-124.2868,44.67617,0
2000,9,23,NH15,FALSE,-124.4008,44.67567,0
2000,9,23,NH20,FALSE,-124.5177,44.67783,0
2000,9,24,CR07,TRUE,-124.1692,46.10966,0
2001,5,20,CR04,FALSE,-124.0517,46.15,0
2001,5,20,CR07,FALSE,-124.1483,46.13667,0
2001,5,20,CR10,FALSE,-124.2267,46.17,0
2001,5,20,CR15,FALSE,-124.325,46.15,0
2001,5,20,CR20,FALSE,-124.465,46.16833,0
2001,5,21,CM01,FALSE,-124.015,45.465,0
2001,5,21,CM03,FALSE,-124.0333,45.46833,0
2001,5,21,CM05,FALSE,-124.0867,45.47,0
2001,5,21,CM10,FALSE,-124.2067,45.46667,0
2001,5,21,CM15,FALSE,-124.3217,45.47333,0
2001,5,21,CM20,FALSE,-124.4433,45.47333,0
2001,5,22,GH06,FALSE,-124.3083,46.99333,0
2001,5,22,GH10,FALSE,-124.415,47.00167,0.27274619
2001,5,22,GH16,FALSE,-124.55,46.995,35.27519173
2001,5,22,GH21,FALSE,-124.6833,46.985,0
2001,5,22,GH26,FALSE,-124.81,46.99333,0
2001,5,22,GH31,FALSE,-124.9383,46.99833,0
2001,5,22,GH36,FALSE,-125.0583,46.995,0
2001,5,23,F1F,FALSE,-124.2717,46.37067,0
2001,5,23,F1O,FALSE,-124.2967,46.395,0
2001,5,23,F1P,FALSE,-124.2193,46.3605,0
2001,5,24,F2O,FALSE,-124.3027,46.3905,0
2001,5,24,F3F,FALSE,-124.1897,46.30533,0
2001,5,24,F3O,FALSE,-124.2577,46.35617,0
2001,5,24,F3P,FALSE,-124.2238,46.28783,0
2001,5,24,F4F,FALSE,-124.2793,46.34817,8.004605718
2001,5,24,F4O,FALSE,-124.3252,46.36833,0.612124008
2001,5,24,F4P,FALSE,-124.1033,46.16417,0
2001,5,25,F5F,FALSE,-124.2928,46.20467,0
2001,5,25,F5O,FALSE,-124.3562,46.33017,0
2001,5,25,F5P,FALSE,-124.3313,46.24767,0
2001,5,25,F6F,FALSE,-124.3532,46.31717,0
2001,5,25,F6O,FALSE,-124.3165,46.32117,0
2001,5,25,F6P,FALSE,-124.2913,46.27467,0
2001,5,26,F7F,FALSE,-124.367,46.19367,0
2001,5,26,F7O,FALSE,-124.297,46.19767,0
2001,5,26,F7P,FALSE,-124.352,46.2095,0
2001,5,26,F8F,FALSE,-124.2085,46.31567,0
2001,5,26,F8O,FALSE,-124.3397,46.34283,13.86849248
2001,5,26,F8P,FALSE,-124.1747,46.19333,0
2001,5,27,F9F,FALSE,-124.3125,46.216,0
2001,5,27,F9O,FALSE,-124.4258,46.31867,0
2001,5,27,F9P,FALSE,-124.3237,46.22467,0
2001,5,28,F10O,FALSE,-124.3505,46.2165,5.738193272
2001,5,28,F10P,FALSE,-124.2302,46.244,0
2001,6,24,LP04,FALSE,-124.7488,47.91678,0
2001,6,24,LP06,FALSE,-124.7885,47.9155,0
2001,6,24,LP09,FALSE,-124.8822,47.92317,0
2001,6,24,LP12,FALSE,-124.9582,47.92033,0
2001,6,24,LP17,FALSE,-125.0898,47.92683,0
2001,6,24,LP22,FALSE,-125.1955,47.92417,0
2001,6,25,QR06,FALSE,-124.5148,47.54016,1.210363469
2001,6,25,QR10,FALSE,-124.6098,47.53767,0
2001,6,25,QR14,FALSE,-124.7027,47.53917,0
2001,6,25,QR14,TRUE,-124.7052,47.534,0
2001,6,25,QR19,FALSE,-124.8108,47.53783,0
2001,6,25,QR24,FALSE,-124.9347,47.53533,0
2001,6,26,GH06,FALSE,-124.3223,47.00717,0
2001,6,26,GH10,FALSE,-124.4227,47.009,9.171794489
2001,6,26,GH16,FALSE,-124.5715,47.00583,0.306807973
2001,6,26,GH21,FALSE,-124.692,46.99733,0
2001,6,26,GH26,FALSE,-124.818,47.00683,0
2001,6,26,GH31,FALSE,-124.939,47.00433,0
2001,6,27,WB05,FALSE,-124.186,46.676,0.615634275
2001,6,27,WB09,FALSE,-124.2892,46.6735,0
2001,6,27,WB14,FALSE,-124.4035,46.67633,0
2001,6,27,WB19,FALSE,-124.5068,46.67183,0
2001,6,27,WB23,FALSE,-124.6085,46.67533,0
2001,6,28,CR04,FALSE,-124.0758,46.15533,0
2001,6,28,CR07,FALSE,-124.142,46.14967,0.30237787
2001,6,28,CR10,FALSE,-124.2007,46.15117,0
2001,6,28,CR15,FALSE,-124.3437,46.17633,0
2001,6,28,CR20,FALSE,-124.4527,46.17133,0
2001,6,28,CR25,FALSE,-124.5575,46.17083,0
2001,6,28,CR30,FALSE,-124.6992,46.1765,0
2001,6,29,CM01,FALSE,-124.0172,45.46183,0
2001,6,29,CM03,FALSE,-124.033,45.46583,0
2001,6,29,CM05,FALSE,-124.096,45.49217,0
2001,6,29,CM10,FALSE,-124.205,45.46333,327.9501995
2001,6,29,CM15,FALSE,-124.328,45.48333,0
2001,6,29,CM20,FALSE,-124.4418,45.47033,0
2001,6,30,CH01,FALSE,-124.034,45.06767,0
2001,6,30,CH02,FALSE,-124.0772,45.07617,0
2001,6,30,CH05,FALSE,-124.1362,45.03117,0
2001,6,30,CH10,FALSE,-124.2328,45.02983,0
2001,6,30,CH10,TRUE,-124.2372,45.05983,0
2001,6,30,CH15,FALSE,-124.336,45.032,0
2001,6,30,CH20,FALSE,-124.4607,45.06033,0
2001,7,1,NH05,FALSE,-124.1842,44.65833,10.15058828
2001,7,1,NH10,FALSE,-124.2868,44.64667,14.29018882
2001,7,1,NH15,FALSE,-124.4018,44.65317,93.05157626
2001,7,1,NH15,TRUE,-124.4045,44.65283,13.94938205
2001,7,1,NH20,FALSE,-124.5195,44.65,0
2001,7,2,F11F,FALSE,-124.369,46.3335,0
2001,7,2,F11O,FALSE,-124.4387,46.436,0
2001,7,2,F11P,FALSE,-124.3055,46.32217,0
2001,9,21,LP04,FALSE,-124.7513,47.9225,0
2001,9,21,LP06,FALSE,-124.7995,47.9205,0
2001,9,21,LP09,FALSE,-124.889,47.93217,0
2001,9,21,LP12,FALSE,-124.9567,47.93616,0
2001,9,21,LP17,FALSE,-125.1,47.92867,0
2001,9,21,LP22,FALSE,-125.2018,47.92283,0
2001,9,22,QR06,FALSE,-124.5127,47.53883,0
2001,9,22,QR10,FALSE,-124.6068,47.53683,0
2001,9,22,QR14,FALSE,-124.7012,47.5345,0
2001,9,22,QR19,FALSE,-124.8107,47.53833,0
2001,9,22,QR24,FALSE,-124.934,47.53817,0
2001,9,23,GH06,FALSE,-124.3207,47.00417,0
2001,9,23,GH10,FALSE,-124.4215,47.004,0
2001,9,23,GH16,FALSE,-124.5622,47.0055,0
2001,9,23,GH21,FALSE,-124.697,47.00134,0
2001,9,23,GH26,FALSE,-124.8155,47.00117,0
2001,9,24,WB05,FALSE,-124.185,46.66967,1.491569014
2001,9,24,WB09,FALSE,-124.2905,46.67033,0.280832734
2001,9,24,WB14,FALSE,-124.3975,46.67433,1.136512289
2001,9,24,WB19,FALSE,-124.472,46.65933,0
2001,9,24,WB23,FALSE,-124.6047,46.66483,0
2001,9,25,CR04,FALSE,-124.0688,46.15383,925.2497855
2001,9,25,CR07,FALSE,-124.1603,46.1685,3.828143469
2001,9,25,CR10,FALSE,-124.2085,46.15583,47.98231368
2001,9,25,CR15,FALSE,-124.335,46.1765,7.858488931
2001,9,25,CR20,FALSE,-124.444,46.18467,0
2001,9,25,CR25,FALSE,-124.5568,46.15867,0
2001,9,26,CM01,FALSE,-124.0065,45.49467,46.954029
2001,9,26,CM01,TRUE,-124.0163,45.46833,2.479821465
2001,9,26,CM03,TRUE,-124.0328,45.49166,0.594411084
2001,9,26,CM03,FALSE,-124.0427,45.47033,109.3154954
2001,9,26,CM05,FALSE,-124.0805,45.4745,0
2001,9,26,CM10,FALSE,-124.213,45.488,0
2001,9,27,CH01,FALSE,-124.0478,45.0275,0
2001,9,27,CH02,FALSE,-124.0717,45.05667,4.359348385
2001,9,27,CH05,FALSE,-124.1355,45.04117,70.53795896
