Survey,cruise,Station_Code,Station,Date,Time,Year,Lat,Long,Station_Depth_m,Distance_Offshore_nm,Gear,Extension,Species,Length,Measurement
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,27,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,29,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,19,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,22,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,23,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,25,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,19,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,24,DML (mm)
SWFSC,OS1201,OS120156T1,PP05,6/24/2012,1/0/1900,2012,37.5,-123.01,400,24.2,264NRT+MED,No,California market squid,111,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,90,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,52,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,33,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,38,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,35,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,53,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,63,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,38,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,38,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,60,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120157T1,PI01,6/25/2012,1/0/1900,2012,37.16666667,-122.4033333,34,2,264NRT+MED,No,California market squid,38,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,53,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,46,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,46,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,36,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,36,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,35,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,38,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,43,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,54,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,38,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,47,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,38,DML (mm)
SWFSC,OS1201,OS120158T1,PI02,6/25/2012,1/0/1900,2012,37.16666667,-122.4358333,55,3.5,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,30,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,70,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,36,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,42,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,46,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,46,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,41,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,52,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,51,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,73,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,52,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,47,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,40,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,35,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,30,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,28,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,28,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,39,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,32,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,47,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,80,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,31,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,85,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,36,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,75,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,50,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,55,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,80,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,80,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,80,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,44,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,48,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,77,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,45,DML (mm)
SWFSC,OS1201,OS120159T1,PI03,6/25/2012,1/0/1900,2012,37.16666667,-122.5,83,6.6,264NRT+MED,No,California market squid,49,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,26,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,31,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,29,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,28,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,24,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,28,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,25,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,27,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,28,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,27,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,24,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,33,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,25,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,27,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,33,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,26,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,29,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,27,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,25,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,32,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,24,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,26,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,26,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,26,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,28,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,29,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,34,DML (mm)
SWFSC,OS1501,OS150101T1,GF02,6/18/2015,1/0/1900,2015,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,24,DML (mm)
