Survey,cruise,Station_Code,Station,Year,Date,Time,Lat,Long,Station_Depth_m,Distance_Offshore_nmi,Gear,Extension,Species,Total_CPUE,CPUE<80,CPUE>80,TrawlDist_km,3m_Temp,3m_Salinity,3m_Chl,Top20m_Temp,Top20m_Salinity,CTD_Comments
SWFSC,OS1401,OS140140T1,AR04,2014,7/16/2014,14:20,39.25,-124,420,10,264NRT+MED modified,No,California market squid,341.4240156,59.74920272,281.6748128,3.3741036,11.99040031,34.10789871,5.3444984,11.33267007,34.30332565,
SWFSC,OS1401,OS140141T1,AR05,2014,7/16/2014,16:55,39.25,-124.1083333,720,15,264NRT+MED modified,No,California market squid,0,0,0,3.2708956,12.27149963,34.1955986,7.2432816,11.33450003,34.55479984,
SWFSC,OS1401,OS140142T1,GP01,2014,7/17/2014,7:13,38.75,-123.545,35,0.9,264NRT+MED modified,No,California market squid,250.3244162,205.3943928,44.93002343,3.3316766,13.10249996,34.11619949,12.549865,12.42694502,34.46594982,
SWFSC,OS1401,OS140143T1,GP02,2014,7/17/2014,9:25,38.75,-123.5683333,55,2,264NRT+MED modified,No,California market squid,541.4592795,541.4592795,0,3.3391246,11.02830029,35.41870117,14.7201196,10.49720001,34.9449501,
SWFSC,OS1401,OS140144T1,GP03,2014,7/17/2014,11:34,38.75,-123.6216667,87,4.5,264NRT+MED modified,No,California market squid,3975.685203,3878.717271,96.96793177,3.308109,10.49180031,35.93669891,5.9738874,10.14456501,34.99469013,
SWFSC,OS1401,OS140145T1,GP04,2014,7/17/2014,14:11,38.75,-123.7283333,126,9.5,264NRT+MED modified,No,California market squid,1075.231806,1022.781474,52.45033201,3.1435082,11.65130043,33.97480011,2.525139,11.21008005,34.12394485,
SWFSC,OS1401,OS140146T1,GP05,2014,7/17/2014,16:49,38.75,-123.835,300,14.5,264NRT+MED modified,No,California market squid,175.4896254,170.4756361,5.013989297,3.2138652,12.17819977,35.18690109,0.7173518,11.67127368,34.54139489,
SWFSC,OS1401,OS140147T1,FR01,2014,7/18/2014,7:36,38.5,-123.2466667,39,1.2,264NRT+MED modified,No,California market squid,77.79568116,77.79568116,0,3.213546,12.1274004,34.62419891,5.8737918,11.54446011,34.51860027,
SWFSC,OS1401,OS140148T1,FR02,2014,7/18/2014,9:59,38.5,-123.26,55,1.8,264NRT+MED modified,No,California market squid,10.72275669,9.701541769,1.021214923,1.9584516,13.06639957,35.4457016,4.2176646,12.41330495,35.16165504,
SWFSC,OS1401,OS140149T1,FR03,2014,7/18/2014,12:44,38.5,-123.3083333,81,4.1,264NRT+MED modified,No,California market squid,5185.912868,5185.912868,0,3.6051512,12.43959999,35.02590179,3.965909,11.032375,35.25069504,
SWFSC,OS1401,OS140150T1,FR04,2014,7/18/2014,15:41,38.5,-123.415,112,9.1,264NRT+MED modified,No,California market squid,108.9859199,99.90375989,9.08215999,3.248126,10.72350025,34.33190155,2.851208,10.44538007,34.19991493,
SWFSC,OS1401,OS140151T1,FR05,2014,7/18/2014,18:16,38.5,-123.5633333,164,16.1,264NRT+MED modified,No,California market squid,175.645306,175.645306,0,2.886499,11.27970028,35.27470016,13.3718622,11.08639998,34.53748989,
SWFSC,OS1401,OS140153T1,TB02,2014,7/19/2014,8:50,38.13333333,-123.0066667,58,2.5,264NRT+MED modified,No,California market squid,3354.509119,3074.966693,279.5424266,1.5841364,13.09850025,35.83160019,6.1179644,12.13714499,35.38160515,
SWFSC,OS1401,OS140154T1,TB03,2014,7/19/2014,10:35,38.13333333,-123.1125,76,7.5,264NRT+MED modified,No,California market squid,1231.631528,1159.182615,72.44891342,1.8820564,13.88949966,35.25659943,4.1206022,11.97241998,35.9960947,
SWFSC,OS1401,OS140155T1,TB04,2014,7/19/2014,13:25,38.13333333,-123.22,108,12.5,264NRT+MED modified,No,California market squid,195.2599217,178.9882616,16.27166015,3.4108382,13.22939968,34.85129929,0.2441726,12.235885,34.96257992,
SWFSC,OS1401,OS140156T1,TB05,2014,7/19/2014,15:59,38.13333333,-123.3266667,141,17.5,264NRT+MED modified,No,California market squid,763.5106342,134.7371707,628.7734635,2.4400446,12.51509953,35.00770187,3.2015426,11.64868999,34.89370995,
SWFSC,OS1401,OS140157T1,GF01,2014,7/20/2014,7:57,37.84166667,-122.695,28,6.6,264NRT+MED modified,No,California market squid,320.9703597,289.908712,31.06164771,3.0158548,15.74260044,33.39759827,4.9259168,13.82901001,34.81975021,
SWFSC,OS1401,OS140158T1,GF02,2014,7/20/2014,10:20,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,1043.585257,906.2714072,137.3138496,2.087036,12.89570045,36.6385994,2.7632452,11.70165496,36.10558014,
SWFSC,OS1401,OS140159T1,GF03,2014,7/20/2014,13:31,37.84166667,-123.025,80,22.2,264NRT+MED modified,No,California market squid,1898.401198,1898.401198,0,3.261692,12.19620037,36.57220078,2.7890274,11.29304008,35.5665451,
SWFSC,OS1401,OS140160T1,GF04,2014,7/20/2014,15:20,37.84166667,-123.1933333,85,30.2,264NRT+MED modified,No,California market squid,1006.157661,788.6100583,217.5476023,3.2937184,12.78979969,35.54510117,2.327981,11.94407496,35.13738518,
SWFSC,OS1401,OS140162T1,PP02,2014,7/21/2014,9:00,37.5,-122.6066667,56,5,264NRT+MED modified,No,California market squid,2269.206465,2269.206465,0,1.7129336,14.87139988,34.59740067,3.2212584,13.01000991,35.40035534,
SWFSC,OS1401,OS140163T2,PP03,2014,7/21/2014,13:12,37.5,-122.7583333,80,12.2,264NRT+MED modified,No,California market squid,2767.771478,2306.476232,461.2952464,3.1693368,13.62650013,34.95529938,0.5141274,12.18347001,35.25130978,
SWFSC,OS1401,OS140164T1,PP04,2014,7/21/2014,15:56,37.5,-122.905,110,19.2,264NRT+MED modified,No,California market squid,82.51444788,80.22237988,2.292067997,2.4844134,15.2883997,33.98649979,0.9054102,13.78714499,34.92986031,
SWFSC,OS1401,OS140165T1,PP05,2014,7/21/2014,18:21,37.5,-123.01,400,24.2,264NRT+MED modified,No,California market squid,3361.621101,2801.350917,560.2701834,3.232964,14.58300018,35.02959824,1.0267382,13.729145,34.76659985,
SWFSC,OS1401,OS140166T1,PI01,2014,7/22/2014,7:57,37.16666667,-122.4033333,34,2,264NRT+MED modified,No,California market squid,4958.095832,3645.6587,1312.437132,1.7317132,14.83300018,34.70729828,1.9624804,14.43585496,34.29191494,
SWFSC,OS1401,OS140167T1,PI02,2014,7/22/2014,9:59,37.16666667,-122.4358333,55,3.5,264NRT+MED modified,No,California market squid,3893.518251,3262.136913,631.3813379,3.213546,14.12230015,35.41970062,2.1141404,13.59793506,34.87645531,
SWFSC,OS1401,OS140168T1,PI03,2014,7/22/2014,12:15,37.16666667,-122.5,83,6.6,264NRT+MED modified,No,California market squid,744.4569866,581.6070208,162.8499658,2.2875734,14.43260002,35.84030151,0.5747914,13.52644005,35.30496502,
SWFSC,OS1401,OS140169T1,PI04,2014,7/22/2014,14:20,37.16666667,-122.6383333,107,13.2,264NRT+MED modified,No,California market squid,89.06920523,76.69848228,12.37072295,3.244668,16.35339928,34.41220093,0.1683426,15.25752001,34.7702549,
SWFSC,OS1401,OS140170T1,PI05,2014,7/22/2014,16:54,37.16666667,-122.7433333,200,18.2,264NRT+MED modified,No,California market squid,31.22942761,22.96281442,8.266613192,3.202108,14.56260014,35.71110153,0.3427516,13.61203504,35.21050987,
SWFSC,OS1501,OS150101T1,GF02,2015,6/18/2015,14:39,37.84166667,-122.8,46,11.6,264NRT+MED modified,No,California market squid,16.1097414,16.1097414,0,2.6071182,13.14369965,33.48870087,2.56202023,12.05442991,33.68495026,
SWFSC,OS1501,OS150102T1,GF01,2015,6/18/2015,17:29,37.84166667,-122.695,28,6.6,264NRT+MED modified,No,California market squid,2.009804631,2.009804631,0,2.487804,14.32009983,33.11410141,1.44152981,12.83447356,33.50209487,
SWFSC,OS1501,OS150103T1,TB01,2015,6/19/2015,8:39,38.13333333,-122.9716667,30,0.83,264NRT+MED modified,No,California market squid,3939.162953,3939.162953,0,2.932095,10.29599953,33.70759964,0.20053721,10.03162625,33.7390476,
SWFSC,OS1501,OS150104T1,TB02,2015,6/19/2015,10:42,38.13333333,-123.0066667,58,2.5,264NRT+MED modified,No,California market squid,1032.463567,1032.463567,0,2.650941,10.57079983,33.68780136,-1.80E-03,10.34440994,33.73779488,
SWFSC,OS1501,OS150104T2,TB02,2015,6/19/2015,12:33,38.13333333,-123.0066667,58,2.5,264NRT+MED modified,No,California market squid,310.5609142,286.6716131,23.88930109,2.9623818,11.59399986,33.09930038,-2.52E-02,11.06298995,33.59764996,
SWFSC,OS1501,OS150104T3,TB02,2015,6/19/2015,14:08,38.13333333,-123.0066667,58,2.5,264NRT+MED modified,No,California market squid,1009.104499,1009.104499,0,1.4894394,11.59399986,33.09930038,-2.52E-02,11.06298995,33.59764996,
SWFSC,OS1501,OS150105T1,TB03,2015,6/19/2015,17:07,38.13333333,-123.1125,76,7.5,264NRT+MED modified,No,California market squid,224.7778083,200.4775047,24.3003036,2.6159166,10.48929977,33.64680099,0.07463941,10.44993332,33.65454483,
SWFSC,OS1501,OS150106T1,FR01,2015,6/20/2015,8:32,38.5,-123.2466667,39,1.2,264NRT+MED modified,No,California market squid,0,0,0,0.4784976,9.496399879,33.75,0.10431532,9.478189468,33.7550105,
SWFSC,OS1501,OS150107T1,FR02,2015,6/20/2015,10:35,38.5,-123.26,55,1.8,264NRT+MED modified,No,California market squid,0,0,0,3.1560876,9.585700035,33.77410126,2.79E-02,9.495469999,33.77121544,
SWFSC,OS1501,OS150107T2,FR02,2015,6/20/2015,12:57,38.5,-123.26,55,1.8,264NRT+MED modified,No,California market squid,0,0,0,2.9544576,9.891400337,33.7641983,1.71E-02,9.684664917,33.79151001,
SWFSC,OS1501,OS150107T3,FR02,2015,6/20/2015,15:02,38.5,-123.26,55,1.8,264NRT+MED modified,No,California market squid,0,0,0,3.0299772,9.891400337,33.7641983,1.71E-02,9.684664917,33.79151001,
SWFSC,OS1501,OS150108T1,FR03,2015,6/20/2015,17:42,38.5,-123.3083333,81,4.1,264NRT+MED modified,No,California market squid,154.973708,154.973708,0,2.8585494,9.978500366,33.78099823,0.15827152,9.656604958,33.81451969,
SWFSC,OS1501,OS150109T1,GP01,2015,6/21/2015,7:42,38.75,-123.545,35,0.9,264NRT+MED modified,No,California market squid,0,0,0,3.2038584,9.460800171,33.84140015,0.20053721,9.27813015,33.86128998,
SWFSC,OS1501,OS150110T1,GP02,2015,6/21/2015,10:00,38.75,-123.5683333,55,2,264NRT+MED modified,No,California market squid,10.47256946,10.47256946,0,1.1458506,10.14760017,33.71319962,1.30214296,9.853310635,33.75508941,
SWFSC,OS1501,OS150110T2,GP02,2015,6/21/2015,11:49,38.75,-123.5683333,55,2,264NRT+MED modified,No,California market squid,7.019607581,7.019607581,0,2.4217878,9.918499947,33.69689941,0.52787149,9.70302637,33.76464723,
SWFSC,OS1501,OS150110T3,GP02,2015,6/21/2015,13:31,38.75,-123.5683333,55,2,264NRT+MED modified,No,California market squid,9.87691146,9.87691146,0,2.4299094,9.918499947,33.69689941,0.52787149,9.70302637,33.76464723,
SWFSC,OS1501,OS150111T1,GP03,2015,6/21/2015,16:10,38.75,-123.6216667,87,4.5,264NRT+MED modified,No,California market squid,0,0,0,2.2677876,11.32769966,33.61109924,0.28596786,11.03546116,33.65776698,
SWFSC,OS1501,OS150112T1,AR01,2015,6/22/2015,7:39,39.25,-123.8033333,59,0.8,264NRT+MED modified,No,California market squid,315.3206767,315.3206767,0,2.7020112,9.980699539,33.69309998,4.48376022,9.445926164,33.81496871,
SWFSC,OS1501,OS150112T2,AR01,2015,6/22/2015,11:29,39.25,-123.8033333,59,0.8,264NRT+MED modified,No,California market squid,1329.137402,1329.137402,0,2.4429378,10.54329967,33.55189896,1.7805546,9.886405292,33.70182579,
SWFSC,OS1501,OS150112T3,AR01,2015,6/22/2015,13:08,39.25,-123.8033333,59,0.8,264NRT+MED modified,No,California market squid,1214.300871,1079.378552,134.922319,2.582556,10.54329967,33.55189896,1.7805546,9.886405292,33.70182579,
SWFSC,OS1501,OS150113T1,AR02,2015,6/22/2015,15:24,39.25,-123.8291667,92,2,264NRT+MED modified,No,California market squid,216.1327914,153.3845616,62.74822975,2.563239,10.98740005,33.44810104,1.99997648,10.14927367,33.62081608,
SWFSC,OS1501,OS150114T1,AR03,2015,6/22/2015,18:06,39.25,-123.8933333,130,5,264NRT+MED modified,No,California market squid,4.929735077,3.873363275,1.056371802,2.8399092,11.17249966,33.56409836,8.49090734,10.22798491,33.58256016,
SWFSC,OS1501,OS150115T1,PG01,2015,6/23/2015,9:19,40.23166667,-124.3533333,30,1.3,264NRT+MED modified,No,California market squid,0,0,0,3.2564796,9.485699654,33.71049881,0.40647004,9.413452751,33.72287369,
SWFSC,OS1501,OS150116T1,PG02,2015,6/23/2015,11:46,40.22416667,-124.3791667,56,2.7,264NRT+MED modified,No,California market squid,1.096234478,1.096234478,0,2.7366408,9.451899529,33.73669815,0.58902185,9.29811573,33.75594772,
SWFSC,OS1501,OS150116T2,PG02,2015,6/23/2015,13:47,40.22416667,-124.3791667,56,2.7,264NRT+MED modified,No,California market squid,1.298949364,1.298949364,0,3.0794118,9.491999626,33.71340179,0.55395032,9.481289412,33.71343151,
SWFSC,OS1501,OS150116T3,PG02,2015,6/23/2015,15:22,40.22416667,-124.3791667,56,2.7,264NRT+MED modified,No,California market squid,7.700991586,7.700991586,0,3.3761886,9.491999626,33.71340179,0.55395032,9.481289412,33.71343151,
SWFSC,OS1501,OS150117T1,ER01,2015,6/24/2015,7:47,40.63333333,-124.3933333,30,3.4,264NRT+MED modified,No,California market squid,2343.699787,2343.699787,0,2.7725394,10.9399004,33.61999893,18.73808899,10.17219463,33.77567853,
SWFSC,OS1501,OS150117T2,ER01,2015,6/24/2015,9:33,40.63333333,-124.3933333,30,3.4,264NRT+MED modified,No,California market squid,2411.147248,2411.147248,0,2.6564118,11.33469963,33.67050171,13.77411859,10.0672368,33.883774,
SWFSC,OS1501,OS150117T3,ER01,2015,6/24/2015,11:12,40.63333333,-124.3933333,30,3.4,264NRT+MED modified,No,California market squid,1185.533507,1185.533507,0,2.8948992,11.33469963,33.67050171,13.77411859,10.0672368,33.883774,
SWFSC,OS1501,OS150118T1,ER02,2015,6/24/2015,13:34,40.63333333,-124.4466667,55,5.8,264NRT+MED modified,No,California market squid,2138.31711,2138.31711,0,2.936889,11.89470005,33.65819931,11.81101218,10.53308501,33.87586498,
SWFSC,OS1501,OS150119T1,ER03,2015,6/24/2015,15:58,40.63333333,-124.5133333,700,8.8,264NRT+MED modified,No,California market squid,690.6347981,690.6347981,0,2.0618712,12.02960014,33.73239899,16.0789476,10.91274733,33.84442099,
SWFSC,OS1501,OS150120T1,TD03,2015,6/25/2015,7:35,41.05833333,-124.2783333,87,5.7,264NRT+MED modified,No,California market squid,822.8674098,822.8674098,0,3.179127,11.86569977,33.46419907,3.18431507,11.35261668,33.55326102,
SWFSC,OS1501,OS150121T1,TD02,2015,6/25/2015,9:58,41.05833333,-124.235,52,3.7,264NRT+MED modified,No,California market squid,316.5141696,306.6231018,9.891067799,3.1562568,10.28600025,33.6026001,3.65373401,9.36268947,33.72823715,
SWFSC,OS1501,OS150122T1,TD01,2015,6/25/2015,12:14,41.05833333,-124.19,32,1.7,264NRT+MED modified,No,California market squid,1.061939535,1.061939535,0,2.8250196,10.35130024,33.68650055,6.61323158,9.735533449,33.72719998,
SWFSC,OS1501,OS150122T2,TD01,2015,6/25/2015,14:03,41.05833333,-124.19,32,1.7,264NRT+MED modified,No,California market squid,22.8256519,22.11235028,0.713301622,2.9791044,10.43830013,33.75500107,6.13841702,9.496726237,33.80514747,
SWFSC,OS1501,OS150122T3,TD01,2015,6/25/2015,15:39,41.05833333,-124.19,32,1.7,264NRT+MED modified,No,California market squid,34.63325804,34.63325804,0,2.887398,10.43830013,33.75500107,6.13841702,9.496726237,33.80514747,
SWFSC,OS1501,OS150123T1,MP01,2015,6/26/2015,7:32,41.35,-124.1416667,30,2.9,264NRT+MED modified,No,California market squid,14396.57343,13403.7063,992.8671331,2.8523454,11.79609966,33.62020111,6.86682572,10.92860533,33.73268951,
SWFSC,OS1501,OS150124T1,MP02,2015,6/26/2015,10:12,41.35,-124.2,55,5.5,264NRT+MED modified,No,California market squid,3071.778542,2972.688912,99.08963039,2.9364096,11.23120022,33.73740005,5.61684042,10.15321044,33.82967899,
SWFSC,OS1501,OS150124T2,MP02,2015,6/26/2015,11:59,41.35,-124.2,55,5.5,264NRT+MED modified,No,California market squid,2366.574358,2208.802734,157.7716239,3.2959032,11.88469982,33.67169952,1.83541007,11.18393497,33.78488464,
SWFSC,OS1501,OS150124T3,MP02,2015,6/26/2015,13:32,41.35,-124.2,55,5.5,264NRT+MED modified,No,California market squid,3530.628176,3416.736944,113.8912315,3.1736562,11.88469982,33.67169952,1.83541007,11.18393497,33.78488464,
SWFSC,OS1501,OS150125T1,MP03,2015,6/26/2015,15:56,41.35,-124.2766667,83,8.9,264NRT+MED modified,No,California market squid,1108.055369,997.2498323,110.8055369,3.104538,12.3348999,33.87239838,6.01791484,10.83093009,33.78453465,
SWFSC,OS1501,OS150126T1,KR01,2015,6/27/2015,7:27,41.58333333,-124.1583333,30,2.7,264NRT+MED modified,No,California market squid,7.678719184,7.011004473,0.667714712,2.9952912,12.58679962,33.65100098,2.6618392,11.32252994,33.85366974,
SWFSC,OS1501,OS150127T1,KR02,2015,6/27/2015,10:10,41.58333333,-124.2533333,51,7,264NRT+MED modified,No,California market squid,2160.57508,2160.57508,0,3.156567,11.54850006,33.68320084,10.25257727,10.66933155,33.85460502,
SWFSC,OS1501,OS150128T1,KR03,2015,6/27/2015,12:38,41.58333333,-124.3433333,82,11,264NRT+MED modified,No,California market squid,4242.453001,4105.599678,136.8533226,3.1990926,10.71749973,33.67710114,7.34253955,10.06362772,33.72162798,
SWFSC,OS1501,OS150128T2,KR03,2015,6/27/2015,14:21,41.58333333,-124.3433333,82,11,264NRT+MED modified,No,California market squid,5731.364343,5349.273386,382.0909562,3.152478,11.40779972,33.61360168,9.87938022,11.02575779,33.64861599,
SWFSC,OS1501,OS150128T3,KR03,2015,6/27/2015,15:56,41.58333333,-124.3433333,82,11,264NRT+MED modified,No,California market squid,3208.861981,3208.861981,0,2.8683066,11.40779972,33.61360168,9.87938022,11.02575779,33.64861599,
SWFSC,OS1501,OS150129T1,SR01,2015,6/28/2015,7:25,41.9,-124.2717,30,2.9,264NRT+MED modified,No,California market squid,502.0023805,451.8021424,50.20023805,3.2509806,13.19419956,33.34560013,2.24457792,12.05446309,33.64489445,
SWFSC,OS1501,OS150130T1,SR02,2015,6/28/2015,9:38,41.9,-124.3541667,55,6.6,264NRT+MED modified,No,California market squid,4.935935262,3.393455493,1.542479769,3.2415336,11.22089958,33.62810135,13.02682522,10.65377898,33.74160566,
SWFSC,OS1501,OS150131T1,SR03,2015,6/28/2015,12:00,41.9,-124.445,91,10.6,264NRT+MED modified,No,California market squid,0.369419976,0,0.369419976,2.7069462,11.68500042,33.40399933,2.67622752,10.84345265,33.64903179,
SWFSC,OS1501,OS150131T2,SR03,2015,6/28/2015,13:58,41.9,-124.445,91,10.6,264NRT+MED modified,No,California market squid,0,0,0,2.8474104,11.43700027,33.62659836,10.2246999,10.49234505,33.76576481,
SWFSC,OS1501,OS150131T3,SR03,2015,6/28/2015,15:28,41.9,-124.445,91,10.6,264NRT+MED modified,No,California market squid,0,0,0,2.9304876,11.43700027,33.62659836,10.2246999,10.49234505,33.76576481,
SWFSC,OS1501,OS150133T4,SR03,2015,6/29/2015,7:21,41.9,-124.445,91,10.6,264NRT+MED modified,No,California market squid,0.623676403,0.623676403,0,3.2067912,11.85830021,33.64479828,11.66173336,11.16046845,33.73663149,
SWFSC,OS1501,OS150133T5,SR03,2015,6/29/2015,9:00,41.9,-124.445,91,10.6,264NRT+MED modified,No,California market squid,0.59653951,0,0.59653951,3.3526698,10.66259956,33.4734993,1.528759,10.2923167,33.56544431,
SWFSC,OS1501,OS150133T6,SR03,2015,6/29/2015,11:05,41.9,-124.445,91,10.6,264NRT+MED modified,No,California market squid,6.829749919,6.829749919,0,3.2212014,10.66259956,33.4734993,1.528759,10.2923167,33.56544431,
SWFSC,OS1501,OS150134T1,RR01,2015,6/30/2015,7:33,42.5,-124.4916667,32,3,264NRT+MED modified,No,California market squid,1580.347909,1580.347909,0,2.839881,12.9314003,33.34790039,4.46757336,11.36812637,33.61170498,
SWFSC,OS1501,OS150135T1,RR02,2015,6/30/2015,9:46,42.5,-124.5416667,57,5.2,264NRT+MED modified,No,California market squid,1415.523454,1373.890411,41.63304276,3.1684392,11.93959999,33.47119904,5.97564915,11.65659995,33.5459898,
SWFSC,OS1501,OS150136T1,FM01,2015,7/1/2015,7:25,43.21666667,-124.4333333,30,1.6,264NRT+MED modified,No,California market squid,0,0,0,2.8887798,8.631799698,33.6814003,0.86150066,8.603557888,33.68863718,
SWFSC,OS1501,OS150136T2,FM01,2015,7/1/2015,9:32,43.21666667,-124.4333333,30,1.6,264NRT+MED modified,No,California market squid,0,0,0,2.9411754,9.193799973,33.63399887,1.36509186,8.918968401,33.69283696,
SWFSC,OS1501,OS150136T3,FM01,2015,7/1/2015,11:26,43.21666667,-124.4333333,30,1.6,264NRT+MED modified,No,California market squid,0.357379621,0.357379621,0,2.798145,9.193799973,33.63399887,1.36509186,8.918968401,33.69283696,
SWFSC,OS1501,OS150137T1,FM02,2015,7/1/2015,13:57,43.21666667,-124.4733333,55,3.3,264NRT+MED modified,No,California market squid,12.83875667,12.83875667,0,2.881899,10.44950008,33.51950073,2.40644652,9.521190023,33.56439533,
SWFSC,OS1501,OS150138T1,FM03,2015,7/1/2015,16:23,43.21666667,-124.5633333,73,7.2,264NRT+MED modified,No,California market squid,54.87473578,54.87473578,0,2.769945,10.85009956,33.01279831,2.90284356,10.37736305,33.08956849,
SWFSC,OS1501,OS150139T1,HH01,2015,7/2/2015,7:20,44,-124.1708333,30,1.4,264NRT+MED modified,No,California market squid,1.336990269,1.336990269,0,2.9917944,8.70359993,33.59120178,2.31651952,8.336489426,33.73716334,
SWFSC,OS1501,OS150140T1,HH02,2015,7/2/2015,9:40,44,-124.2116667,55,3.2,264NRT+MED modified,No,California market squid,33.7714374,33.7714374,0,3.0499146,9.982500076,32.23149872,7.30566948,9.657305559,33.26138316,
SWFSC,OS1501,OS150141T1,HH03,2015,7/2/2015,12:22,44,-124.275,80,5.9,264NRT+MED modified,No,California market squid,445.2728254,445.2728254,0,2.766843,10.47070026,33.30899811,4.13754127,9.618811184,33.39084964,
SWFSC,OS1501,OS150141T2,HH03,2015,7/2/2015,14:17,44,-124.275,80,5.9,264NRT+MED modified,No,California market squid,339.1026131,339.1026131,0,2.866389,10.35620022,33.35620117,7.5178972,9.96223011,33.41549473,
SWFSC,OS1501,OS150141T3,HH03,2015,7/2/2015,16:03,44,-124.275,80,5.9,264NRT+MED modified,No,California market squid,1007.325482,1007.325482,0,2.614845,10.35620022,33.35620117,7.5178972,9.96223011,33.41549473,
SWFSC,OS1601,OS160101T2,WB09,2016,6/17/2016,14:24,46.67,-124.29,54.9,9,264NRT+MED modified,No,California market squid,17.57998895,15.62665684,1.953332106,3.18544,13.72710037,30.68869972,1.381887,12.37488999,31.87102489,
SWFSC,OS1601,OS160101T3,WB09,2016,6/17/2016,16:22,46.67,-124.29,54.9,9,264NRT+MED modified,No,California market squid,7.294085061,6.710558256,0.583526805,3.427434667,13.72710037,30.68869972,1.381887,12.37488999,31.87102489,
SWFSC,OS1601,OS160102T2,LP06,2016,6/18/2016,10:34,47.92,-124.79,54.9,6,264NRT+MED modified,No,California market squid,9.016706153,8.014849914,1.001856239,1.9962944,,,,,,CTD casts starts at 28m
SWFSC,OS1601,OS160102T3,LP06,2016,6/18/2016,12:50,47.92,-124.79,54.9,6,264NRT+MED modified,No,California market squid,6.18511046,1.767174417,4.417936043,1.1317502,,,,,,CTD casts starts at 28m
SWFSC,OS1601,OS160103T1,QR10,2016,6/19/2016,8:15,47.53,-124.6,54.9,10,264NRT+MED modified,No,California market squid,16.54949432,16.54949432,0,2.5982667,13.56019974,31.16550064,0.681876,11.57396007,31.97228508,
SWFSC,OS1601,OS160103T3,QR10,2016,6/19/2016,12:48,47.53,-124.6,54.9,10,264NRT+MED modified,No,California market squid,1.561193476,0.390298369,1.170895107,2.5621424,13.56019974,31.16550064,0.681876,11.57396007,31.97228508,
SWFSC,OS1601,OS160104T2,GH06,2016,6/20/2016,9:54,47,-124.32,38.4,6,264NRT+MED modified,No,California market squid,0,0,0,3.0402135,14.83259964,29.76849937,0.924885,12.74793685,31.29010512,
SWFSC,OS1601,OS160104T4,GH06,2016,6/20/2016,14:31,47,-124.32,38.4,6,264NRT+MED modified,No,California market squid,0,0,0,2.6828187,14.83259964,29.76849937,0.924885,12.74793685,31.29010512,
SWFSC,OS1601,OS160105T1,CR04,2016,6/21/2016,6:34,46.17,-124.07,32,4,264NRT+MED modified,No,California market squid,0,0,0,2.4472655,9.779700279,31.82419968,8.423103,9.017977821,32.35201126,"No 3m values, used 4m"
SWFSC,OS1601,OS160105T3,CR04,2016,6/21/2016,11:20,46.17,-124.07,32,4,264NRT+MED modified,No,California market squid,0.824159522,0.824159522,0,3.640072,9.779700279,31.82419968,8.423103,9.017977821,32.35201126,"No 3m values, used 4m"
SWFSC,OS1601,OS160105T5,CR04,2016,6/21/2016,15:51,46.17,-124.07,32,4,264NRT+MED modified,No,California market squid,0,0,0,2.6695939,9.779700279,31.82419968,8.423103,9.017977821,32.35201126,"No 3m values, used 4m"
SWFSC,OS1601,OS160106T2,CM01,2016,6/22/2016,9:13,45.48,-124,30,1,264NRT+MED modified,No,California market squid,0.339086122,0,0.339086122,2.9491033,11.02910042,31.03089905,6.638619,9.847015047,32.29479046,
SWFSC,OS1601,OS160106T4,CM01,2016,6/22/2016,13:32,45.48,-124,30,1,264NRT+MED modified,No,California market squid,1.553928748,0.776964374,0.776964374,2.5741206,12.87040043,32.14649963,5.329272,10.92075505,32.41807013,
SWFSC,OS1601,OS160106T6,CM01,2016,6/22/2016,17:47,45.48,-124,30,1,264NRT+MED modified,No,California market squid,0.445436064,0,0.445436064,2.2449911,12.87040043,32.14649963,5.329272,10.92075505,32.41807013,
SWFSC,OS1601,OS160107T1,NH10,2016,6/23/2016,7:54,44.67,-124.28,82.3,10,264NRT+MED modified,No,California market squid,41.24860074,21.77009483,19.4785059,2.8607031,12.78489971,31.75839996,2.517138,11.60161495,32.03934488,
SWFSC,OS1601,OS160109T2,HH02,2016,6/24/2016,10:14,44,-124.2116667,55,3.2,264NRT+MED modified,No,California market squid,152.3725543,84.06761614,68.30493811,2.8614077,13.8149004,32.33190155,0.296205,12.14494996,31.82501965,
SWFSC,OS1601,OS160109T4,HH02,2016,6/24/2016,15:25,44,-124.2116667,55,3.2,264NRT+MED modified,No,California market squid,52.72632059,50.96877657,1.75754402,2.7310838,13.37390041,32.82450104,0.720564,11.54246998,32.91403017,
SWFSC,OS1601,OS160110T1,RR02,2016,6/25/2016,6:35,42.5,-124.5416667,57,5.2,264NRT+MED modified,No,California market squid,0,0,0,2.797804,9.981599808,33.46379852,0.985335,9.686615086,33.29129477,
SWFSC,OS1601,OS160110T3,RR02,2016,6/25/2016,12:18,42.5,-124.5416667,57,5.2,264NRT+MED modified,No,California market squid,0.324915857,0.324915857,0,3.0777199,9.981599808,33.46379852,0.985335,9.686615086,33.29129477,
SWFSC,OS1601,OS160111T1,SR01,2016,6/26/2016,6:29,41.9,-124.2717,30,2.9,264NRT+MED modified,No,California market squid,9.056672967,9.056672967,0,2.8708114,10.27369976,33.70940018,9.944025,9.778224945,33.46245985,
